X,Y,OBJECTID,SCHOOL_ID,NAME,ADDRESS,COMMUNITY,CATEGORY,LOWEST_GRADE,HIGHEST_GRADE,LANGUAGE,SCHOOL_BOARD,WEBSITE,COMMENTS,LONGITUDE,LATITUDE
597849.669499999843538,4787905.604699999094,61,152,Sir Winston Churchill Secondary School,1715 Main Street East,Hamilton,Secondary School,9,12,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.79486515829518,43.23760174840188
597926.618900000117719,4787464.6181,62,155,St. Eugene Elementary School,120 Parkdale Avenue South,Hamilton,Elementary School,Kindergarten,8,French Immersion,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.79399594574605,43.23362168261716
585056.792299999855459,4785969.545099999756,63,160,Ancaster Meadow Elementary School,93 Kitty Murray Lane,Ancaster,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.95269538229529,43.221722228906216
598424.655299999751151,4781706.3934,64,163,Gatestone Elementary School,127 Gatestone Drive,Stoney Creek,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.78888997811063,43.1817170321464
594394.6699,4788759.9583,65,2,Adelaide Hoodless Elementary School,71 Maplewood Avenue,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.8372625496965,43.24573369283557
581363.318099999800324,4806310.8231,66,3,Balaclava Elementary School,280 Concession 10 E,Flamborough,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.99515302161403,43.40526633334234
587501.547199999914,4786112.7936,67,4,St. Vincent De Paul Elementary School,295 Green Cedar Drive,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.92257553843959,43.22273240059906
587477.566899999976,4787088.424399999902,68,9,Sir Allan Macnab Secondary School,145 Magnolia Drive,Hamilton,Secondary School,9,12,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.92271607149632,43.231518919072435
586525.925699999555945,4801194.5372,69,11,Flamborough Centre Elementary School,922 Centre Road,Flamborough,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.93221352521384,43.3586268662916
601052.281000000424683,4787339.42669999972,70,12,Lake Avenue Elementary School,157 Lake Avenue North,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.7555339155548,43.232082392224775
599068.003999999724329,4786606.141,71,15,Glendale Secondary School,145 Rainbow Drive,Hamilton,Secondary School,9,12,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.78009662227238,43.22574404878071
581430.08600000012666,4806160.293899999931,72,16,Our Lady of Mount Carmel Elementary School,1624 Centre Road,Flamborough,Elementary School,Kindergarten,8,English,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.99435097503122,43.403903861745405
602769.873200000263751,4787006.381899999455,73,17,Eastdale Elementary School,275 Lincoln Road,Stoney Creek,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.73444870849522,43.22885211356831
599945.899299999698997,4780812.6633,74,19,Our Lady of the Assumption Elementary School,55 Highway No. 20 East,Stoney Creek,Elementary School,Kindergarten,8,English,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.77033683521165,43.173471355689
591150.424899999984,4786935.5502,75,20,Norwood Park Elementary School,165 Terrace Drive,Hamilton,Elementary School,1,8,French Immersion,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.87751852404332,43.22970775014828
581874.062199999578297,4784537.8891,31,35,Fessenden Elementary School,168 Huron Avenue,Ancaster,Elementary School,Kindergarten,6,French Immersion,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.99209061723417,43.209184551339305
594049.720099999569356,4784034.334,32,97,Cecil B. Stirling Elementary School,340 Queen Victoria Drive,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.84231617155791,43.203232507670386
589893.172500000335276,4789468.5381,33,7,Earl Kitchener Elementary School,300 Dundurn Street South,Hamilton,Elementary School,Kindergarten,5,French Immersion,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.89258523380612,43.2526631591308
590240.828700000420213,4787542.1654,34,105,Buchanan Park Elementary School,30 Laurier Avenue,Hamilton,Elementary School,Kindergarten,6,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.88861851874307,43.235278473003774
596213.01410000026226,4787832.447899999097,35,106,A.M. Cunningham Elementary School,100 Wexford Avenue South,Hamilton,Elementary School,Kindergarten,5,French Immersion,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.81503101264408,43.237153690474535
591938.540500000119209,4790088.150499999523,36,108,Southern Ontario Collegiate,29 Rebecca St,Hamilton,Alternative Education,9,12,English,,http://www.mysoc.ca,,-79.8672892482904,43.257994799737965
591014.897900000214577,4786356.411599999294,37,109,Ridgemount Elementary School,65 Hester Street,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.87928270940907,43.22451012426228
564817.5959,4797613.001499999315,38,110,Dr. John Seaton Elementary School,1279 Seaton Road,Flamborough,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-80.20050189102018,43.32856723895998
598180.106499999761581,4788240.3241,39,111,Parkdale Elementary School,139 Parkdale Avenue North,Hamilton,Elementary School,Kindergarten,5,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.79073672214263,43.240572186365576
591554.547500000335276,4784660.4647,40,113,Guido De Brès Christian High School,420 Crerar Drive,Hamilton,Alternative Education,9,12,English,,http://www.guidodebres.org,,-79.87292024095542,43.20917622532042
589715.531000000424683,4790952.475299999118,41,115,École secondaire Georges- P.-Vanier,100 Macklin Street North,Hamilton,Secondary School,7,12,French,Conseil Scolaire Viamonde,https://csviamonde.ca,,-79.89453153889345,43.266044211673346
588803.545400000177324,4787893.2827,42,118,Chedoke Elementary School,500 Bendamere Avenue,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.90625997680765,43.238610193481485
598816.9528,4782827.106799999252,43,121,St. James the Apostle Elementary School,29 John Murray Street,Stoney Creek,Elementary School,Kindergarten,8,English,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.78386353357719,43.191755353913486
584772.654299999587238,4791435.0951,44,123,St. Augustine Elementary School,25 Alma Street,Dundas,Elementary School,Kindergarten,8,English,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.9553527838689,43.27096165880068
588991.089999999850988,4790723.33,45,125,Kehila Jewish Community Day School,215 Cline Avenue North,Hamilton,Alternative Education,Kindergarten,5,French Immersion,,http://www.kehilaschool.ca,,-79.90349347198251,43.26406712275656
582169.012900000438094,4785565.138599999249,46,126,St. Ann (Ancaster) Elementary School,24 Fiddler's Green Road,Ancaster,Elementary School,Kindergarten,8,English,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.98830729805215,43.218401190057314
598198.812199999578297,4782503.22839999944,47,127,Mount Albion Elementary School,24 Kennard Street,Stoney Creek,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.79152683879106,43.18892015250402
596572.130300000309944,4775474.824799999595,48,303,Bellmoore Elementary School,35 Pumpkin Pass,Glanbrook,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.81276700746731,43.125853798827656
597637.0592,4785864.980599999428,49,131,Elizabeth Bagshaw Elementary School,350 Albright Road,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.79784428457269,43.21925808628584
597829.806300000287592,4785770.6576,50,132,St. Luke Elementary School,345 Albright Road,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.79548831849547,43.21838395930296
595572.509999999776483,4786764.003299999982,51,134,Sherwood Secondary School,25 High Street,Hamilton,Secondary School,9,12,French Immersion,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.82310301684215,43.227616109235825
591501.838999999687076,4788236.639599999413,52,137,Queensdale Elementary School,67 Queensdale Avenue East,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.87297594268257,43.24137888368282
587587.8311,4789959.7551,53,138,Canadian Martyrs' Elementary School,1355 Main Street West,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.9209021674226,43.25735701698606
587037.769799999892712,4789539.451899999753,54,139,St. Mary Secondary School,200 Whitney Avenue,Hamilton,Secondary School,9,12,English,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.92774425593593,43.253636704776795
584290.933600000105798,4798690.979499999434,55,141,Millgrove Elementary School,375 5th Concession West,Flamborough,Elementary School,Kindergarten,5,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.96017512657907,43.3363413600521
588636.332999999634922,4790040.4854,56,144,Columbia International College,1033 Main Street West,Hamilton,Alternative Education,7,12,English,,http://www.cic-totalcare.com/,,-79.90797373351137,43.257961259182004
591370.99930000025779,4786336.085799999535,57,145,St. Michael Elementary School,135 Hester Street,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.87490202698456,43.224284094346515
593510.985299999825656,4789560.5625,58,148,Cathedral High School,30 Wentworth Street North,Hamilton,Secondary School,9,12,French Immersion,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.8480096099915,43.253051542296795
581717.043200000189245,4783534.8309,59,150,Tapply Binet College,245 Garner Road West,Ancaster,Alternative Education,7,12,English,,http://www.tapply.ca/,,-79.99417170111579,43.2001706525005
595771.888799999840558,4788520.3943,60,151,Memorial (Hamilton) Elementary School,1175 Main Street East,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.82034332557176,43.24340327630152
592868.645200000144541,4788214.079299999401,1,98,George L. Armstrong Elementary School,460 Concession Street,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.85614811830588,43.24100869457705
591239.83490000013262,4790662.6104,2,13,Hess Street Elementary School,107 Hess Street North,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.87580071890054,43.26325153730924
581252.5461,4793443.1555,3,52,Spencer Valley Elementary School,441 Old Brock Road,Flamborough,Elementary School,6,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.998427639601,43.28942866319596
588318.827399999834597,4798626.039799999446,4,90,Waterdown District Secondary School,215 Parkside Drive,Flamborough,Secondary School,9,12,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.91050553234588,43.335294219322265
596793.368700000457466,4786429.65799999982,5,124,Rosedale Elementary School,25 Erindale Avenue,Hamilton,Elementary School,Kindergarten,5,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.80813096728203,43.22445043507802
582817.00800000037998,4789919.507099999115,6,1,Sir William Osler Elementary School,330 Governors Road,Dundas,Elementary School,Kindergarten,8,French Immersion,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.97967621092174,43.25753398329114
597692.495199999772012,4787313.547499999404,7,14,Viscount Montgomery Elementary School,1525 Lucerne Avenue,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.79690540264497,43.232291991684214
599846.537200000137091,4786514.738,8,18,Sir Isaac Brock Elementary School,130 Greenford Drive,Hamilton,Elementary School,Kindergarten,5,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.77052861734143,43.22481855901099
608803.326000000350177,4785384.72849999927,9,302,Winona Elementary School,301 Lewis Road,Stoney Creek,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.66048929659274,43.21340758005742
601880.013299999758601,4786220.2321,10,99,Cardinal Newman Secondary School,127 Gray Road,Stoney Creek,Secondary School,9,12,English,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.74554938221134,43.221895432280476
589706.703700000420213,4786179.8037,11,153,Annunciation of Our Lord Elementary School,250 Limeridge Road West,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.89541698906716,43.2230767731172
589636.585400000214577,4783493.0796,12,66,Corpus Christi Elementary School,25 Alderson Drive,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.89671635988687,43.19889630243701
593359.396200000308454,4790019.752599999309,13,74,St. Brigid Elementary School,24 Smith Avenue,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.84979890028568,43.257204360438614
588255.780899999663234,4787250.667899999768,14,86,Regina Mundi Elementary School,675 Mohawk Road West,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.91310811029658,43.23288897033073
594488.58530000038445,4789829.4099,15,140,St. Ann (Hamilton) Elementary School,15 St. Ann Street,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.83592257590261,43.25535002407994
585093.349700000137091,4782253.874399999157,186,339,Christadelphian Heritage College,522 Book Road East,Ancaster,Alternative Education,Kindergarten,8,English,,https://www.heritagecollege.ca,,-79.9528177541216,43.188264961051495
589078.806099999696016,4790707.5667,187,322,Cootes Paradise Elementary School,900 King Street West,Hamilton,Elementary School,Kindergarten,6,French Immersion,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.9024154196358,43.263914841099094
597840.136099999770522,4783883.5873,188,84,Billy Green Elementary School,1105 Paramount Drive,Stoney Creek,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.79569550737037,43.20139376853753
587672.276700000278652,4786166.791699999943,189,8,Gordon Price Elementary School,11 Guildwood Drive,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.92046509786861,43.22319873632873
595241.498100000433624,4785995.016599999741,190,83,Huntington Park Elementary School,80 Kingslea Drive,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.8273110434352,43.22073489741788
589557.130900000222027,4785625.520099999383,191,112,James Macdonald Elementary School,200 Chester Avenue,Hamilton,Elementary School,Kindergarten,6,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.89734832751455,43.21810428472633
587783.944899999536574,4778831.022099999711,192,130,Mount Hope Elementary School,9149 Airport Road,Glanbrook,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.92025531365408,43.157140451591765
587242.77170000039041,4788179.2585,193,167,Mountview Elementary School,59 Karen Crescent,Hamilton,Elementary School,Kindergarten,6,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.925434494569,43.241367031559626
591719.291699999943,4785832.694199999794,194,147,Pauline Johnson Elementary School,25 Hummingbird Lane,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.87069780178217,43.2197098108109
596330.594399999827147,4788803.7684,195,32,Queen Mary Elementary School,1292 Cannon Street East,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.81341347079861,43.24588326203603
577247.574799999594688,4788316.891,196,28,Queen's Rangers Elementary School,1866 Governors Road,Ancaster,Elementary School,Kindergarten,6,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-80.04850789670502,43.24369632262536
584234.2631,4786694.9506,197,38,Rousseau Elementary School,103 McNiven Road,Ancaster,Elementary School,Kindergarten,6,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.96271081198651,43.22834550302353
590717.400000000372529,4789536.84,198,6,Ryerson Middle School,222 Robinson Street,Hamilton,Middle School,6,8,French Immersion,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.88242202546074,43.253179340091215
586410.572800000198185,4784991.083,199,328,Tiffany Hills Elementary School,255 Raymond Road,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.93618224258705,43.21275914325411
597175.4468,4788308.956399999559,200,114,W. H. Ballard Elementary School,801 Dunsmure Road,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.803096141324,43.241320189731
588515.388799999840558,4786038.6106,76,22,R. A. Riddell Elementary School,200 Cranbrook Drive,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.9101059999739,43.221946280413874
593025.5619,4786634.7521,77,25,Timothy Canadian Reformed School,430 East 25th Street,Hamilton,Alternative Education,Kindergarten,8,English,,http://timothyschool.org,,-79.85448215297332,43.22677080167853
586494.120799999684095,4789033.097799999639,78,27,Glenwood Special Day School,150 Lower Horning Road,Hamilton,Adult Learning,,,,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.93452004311315,43.24914050841144
588274.683500000275671,4790086.1348,79,61,Dalewood Middle School,1150 Main Street West,Hamilton,Middle School,6,8,French Immersion,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.91242125952363,43.25841468819062
593994.756,4786469.3931,80,313,Vincent Massey Alternative Education Centre,155 Macassa Avenue,Hamilton,Alternative Education,9,12,English,Hamilton-Wentworth District School Board,http://www.hwdsb.on.ca/altered/alternative-education/,,-79.84257803094637,43.22516197469788
598462.307799999602139,4785745.1557,81,65,Sir Wilfrid Laurier School,70 Albright Road,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.78770701169866,43.21807212149823
570055.094100000336766,4787970.2893,82,165,Lee Academy,1978 2nd Concession West,Flamborough,Alternative Education,Kindergarten,8,English,,https://www.hwdsb.on.ca,,-80.13713450720049,43.24127816819321
591668.538499999791384,4782985.5172,83,166,Ray Lewis Elementary School,27 Jessica Street,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.87179515203229,43.19408280258118
603344.942099999636412,4785732.05199999921,84,168,Memorial (Stoney Creek) Elementary School,211 Memorial Avenue,Stoney Creek,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.72760742092296,43.21730138892224
593238.711400000378489,4786522.664799999446,85,169,Franklin Road Elementary School,500 Franklin Road,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.85187688504493,43.22573537839916
593415.421699999831617,4788255.917199999094,86,174,Sacred Heart Elementary School,5 Hamilton Avenue,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.84940777730377,43.241317824856935
603363.640499999747,4787111.194099999964,87,175,Mountain View Elementary School,299 Barton Street East,Stoney Creek,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.72711893549872,43.22971457141618
591370.005300000309944,4787774.3717,88,176,Sts. Peter and Paul Elementary School,49 Fennell Avenue East,Hamilton,Elementary School,Kindergarten,8,French Immersion,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.87467602817128,43.23723308316841
596202.639299999923,4781661.9889,89,315,Bishop Ryan Secondary School,1824 Rymal Road East,Glanbrook,Secondary School,9,12,English,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.8162337029488,43.18160340395163
588177.143199999816716,4798512.199699999765,90,180,Allan A. Greenleaf Elementary School,211 Parkside Drive,Flamborough,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.912271323431,43.3342859584987
594264.088700000196695,4788887.787499999627,91,316,St. Charles Adult Education Centre,770 Main Street East,Hamilton,Adult Learning,,,English,Hamilton-Wentworth Catholic District School Board,http://www.stcharles.ca/,,-79.83884884096852,43.24690085602523
599127.594899999909,4786828.0526,92,184,Glen Brae Middle School,50 Secord Drive,Hamilton,Middle School,6,8,French Immersion,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.77932312592864,43.227734022633456
599182.66579999961,4786482.93779999949,93,185,Glen Echo Elementary School,140 Glen Echo Drive,Hamilton,Elementary School,Kindergarten,5,French Immersion,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.77870715998644,43.22461982576347
587543.949900000356138,4776258.070199999958,94,186,Grandview Adventist Academy,3975 Highway No. 6,Glanbrook,Alternative Education,Kindergarten,8,French Immersion,,http://www.grandviewschool.ca,,-79.92361330552946,43.13400329323588
594812.362399999984,4789502.456199999899,95,242,Prince of Wales Elementary School,77 Melrose Avenue North,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.83199079181011,43.25236586324092
592112.979299999773502,4789017.3625,96,243,Queen Victoria Elementary School,166 Forest Avenue,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.86531953407169,43.248333280420354
582903.421400000341237,4794977.3278,97,309,Providence Christian School,542 Ofield Road North,Flamborough,Alternative Education,Kindergarten,8,English,,https://www.providencecs.ca/,,-79.97784966031428,43.303061121743795
591018.25040000025183,4799078.3833,98,318,St. Thomas the Apostle Elementary School,170 Skinner Road,Flamborough,Elementary School,Kindergarten,8,English,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.8771367913873,43.33904456663833
590551.388000000268221,4787879.5324,99,261,Mohawk College - College & Career Prep Centre,135 Fennell Avenue West,Hamilton,Adult Learning,,,,,https://www.mohawkcollege.ca/programs/get-prepared-for-college/academic-upgrading-academic-and-career-entrance-ace,,-79.88473906671472,43.238278571890454
594046.139999999664724,4788991.66,100,263,Hamilton Regional Native Learning Centre,712 Main Street East,Hamilton,Alternative Education,,,,,https://www.hwdsb.on.ca,,-79.84151528400375,43.2478632221229
591597.646999999880791,4789686.140799999237,101,264,Hamilton Literacy Council,"75 Macnab Street South, Suite 329",Hamilton,Adult Learning,,,English,,http://www.hamiltonreads.ca/,,-79.87155520066527,43.2544170390668
590448.05460000038147,4786684.1168,102,29,Calvin Christian School,547 West 5th Street,Hamilton,Elementary School,Kindergarten,8,English,,https://ccshamilton.ca/,,-79.88620755037216,43.2275286233273
585148.328499999828637,4790039.020099999383,103,30,Dundana Elementary School,23 Dundana Avenue,Dundas,Elementary School,Kindergarten,5,French Immersion,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.95094001292199,43.2583502040503
594164.410299999639392,4783843.566199999303,104,33,St. Kateri Tekakwitha Elementary School,22 Queensbury Drive,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.84093721889194,43.201500746232014
582131.026100000366569,4784479.3991,105,36,St. Joachim Elementary School,75 Concerto Crescent,Ancaster,Elementary School,Kindergarten,8,English,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.98893644818484,43.20863003381377
591103.412899999879301,4783950.784299999475,106,37,Helen Detwiler Elementary School,320 Brigade Drive,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.8785899347443,43.202841520818254
586764.152599999681115,4790044.279899999499,107,39,Colin Macdonald Community School,69 Sanders Boulevard,Hamilton,Alternative Education,Kindergarten,8,French Immersion,,http://www.colinmacdonald.ca/,,-79.93103498053536,43.25821327391366
591354.720099999569356,4789653.6191,108,40,Central Elementary School,75 Hunter Street West,Hamilton,Elementary School,Kindergarten,5,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.87455278407133,43.25415372874459
595048.622999999672174,4784996.001,109,41,Lisgar Elementary School,110 Anson Avenue,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.82985739776777,43.211765209414395
595561.7187,4789195.247099999338,110,42,Holy Name of Jesus Elementary School,181 Belmont Avenue North,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.82281452613904,43.249505502985556
589193.112999999895692,4790266.61989999935,111,44,Westdale Secondary School,700 Main Street West,Hamilton,Secondary School,9,12,French Immersion,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.90107865313779,43.2599314678197
595821.644600000232458,4788000.4693,112,47,St. John the Baptist Elementary School,115 London Street South,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.81982095580007,43.23871617670367
590522.4375,4790735.508099999279,113,49,Strathcona Elementary School,10 Lamoreaux Street,Hamilton,Elementary School,Kindergarten,5,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.88462640136545,43.2639943542759
594878.982099999673665,4787062.412499999627,114,50,Highview Elementary School,1040 Queensdale Avenue East,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.83159017420667,43.23039017576337
592865.354299999773502,4789496.0797,115,51,St. Patrick Elementary School,20 East Avenue South,Hamilton,Elementary School,Kindergarten,8,English,Hamilton-Wentworth Catholic District School Board,https://www.hwcdsb.ca/,,-79.85597264269532,43.25255082480752
596935.320399999619,4782805.2037,116,53,Janet Lee Elementary School,291 Winterberry Drive,Stoney Creek,Elementary School,Kindergarten,8,English,Hamilton-Wentworth District School Board,https://www.hwdsb.on.ca,,-79.8070195847513,43.19180195637846
